Utente Test;Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP
Utente 16;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.008694506873716742;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.028010843745382458;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.004658629169424465;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.006945977994479125;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.003950136032722612;0.03435250683150947
Utente 18;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.0037460030882114567;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.014560148248276178;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.007658751293960808;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.0017259637827905614;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.00010793722441833299;0.14153703488122568
Utente 20;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.0029261261419649487;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.024677336027052563;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.013339081825620384;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.0038950782464645317;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003;0.00029541210590094003
Utente 21;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.019104069651420016;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.009817852506049714;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00681661305174186;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357;0.00470718375361357
Utente 22;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.014503437335841732;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.009337113636053638;0.00276707963834319;0.0184353360723936;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319;0.00276707963834319
Utente 23;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0041350544156288725;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.016673355707888447;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0026923454373866842;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.003209181792556135;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034;0.0012923311912505034
Utente 24;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;0.027661547402431166;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;0.001082426274315157;7.547071671981973e-05;0.012125361672748108;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;0.010005164265484383;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05;7.547071671981973e-05
Utente 25;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0024970062888618307;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.01645026891120357;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.026693615224845868;0.0011542217565333652;0.0033354090801818647;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.0011542217565333652;0.032725346446719525
Utente 27;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.008528483460361967;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.043434825074931585;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.002900759460380064;0.0022394214283096518;0.0031476660354943617;0.0022394214283096518;0.0022394214283096518;0.020462210017744564;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518;0.0022394214283096518
Utente 29;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.005404674277616096;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.010494264577994489;0.004736395901102298;0.00518507678917628;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298;0.004736395901102298
Utente 30;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.02287356728610528;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0059280063355097844;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.0005556772020842624;0.1318109964934862
Utente 32;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.06734795196107302;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.011211607845961358;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.0046329211128258935;0.03169139117076377
Utente 34;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.04860496838545224;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.011257477923902626;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.009581251792987485;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664;0.0023372508569370664
Utente 35;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.002778061907180342;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.07838499299305504;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.005073848739171543;0.0009511297732633495;0.01297274156012937;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.004975702549807335;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495;0.0009511297732633495
Utente 36;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.026976551593521244;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.00956642051991444;0.0003828683482671869;0.004292460311428263;0.0003828683482671869;0.0003828683482671869;0.006732869902974618;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869;0.0003828683482671869
Utente 37;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0498501614651583;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.012588685467932698;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.004508136809420038;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.0002889155253233201;0.03537860885859875
Utente 38;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.010427546824762908;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.009725887807937698;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.005482187759306286;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094;0.001537470442547094
Utente 39;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.0031411627731781915;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.038779838242180786;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.005643684589984091;0.001497792147779572;0.008626082985921841;0.001497792147779572;0.004436248379080467;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.001497792147779572;0.13237366432184056
Utente 40;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000971086708382766;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.012570002377015178;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.007188631186907084;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.007210474407504544;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.000319559643417976;0.032946832291160875
Utente 41;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.008132972784901387;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.035382439334588;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.004611956407123115;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.005937190148662656;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626;0.0021711892720798626
Utente 42;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.039322540665013284;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.009865419328871968;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.012408379171391206;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.004615618689012966;0.035010202702843336
Utente 43;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.03877440430825489;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.014205782510051869;0.002098873114891225;0.005255100839686909;0.002098873114891225;0.002098873114891225;0.008121832018723315;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.002098873114891225;0.033950099143218296
Utente 44;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.004825280492403029;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.04746857850636984;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.008127182047328861;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342;0.003571385050073342
Utente 45;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.0484040495394792;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.012932857093788221;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.009007235794319023;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.002604550473137142;0.036932117536143456
Utente 46;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.043376857197771714;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.011747404808494165;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.009966265036227172;0.14079296433261165
Utente 47;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.027579616787858325;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.0027396167678419886;0.00014136137829614553;0.008041666268236599;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.008877356938348511;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553;0.00014136137829614553
Utente 49;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.01596356407184452;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.015399532707614164;0.0015884458787533944;0.004276157332919887;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944;0.0015884458787533944
