Utente Test,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
Utente 11,0,0,0,0.0,0,0,0,-0.0036296823860928673,0,0,0,0,0,0.0,0,0.01423932158360874,0,0.0,0,0,0.012815128587391736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03387630806435978
Utente 12,0,0,0,0.0,0,0,0,-0.03047254740556969,0,0,0,0,0,0.0,0,0.012095444843874521,0,0.002640534373347075,0,0,0.007348147143571564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 13,0,0,0,0.0,0,0,0,-0.016615650605625365,0,0,0,0,0,0.0067845270359673075,0,0.008644095324508026,0,-0.0002721962699102063,0,0,-0.018077435266685475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 14,0,0,0,0.0,0,0,0,0.017197373331966116,0,0,0,0,0,0.0,0,0.010317114361814981,0,0.004143389103269257,0,0,-0.0028499815043869533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 15,0,0,0,0.004520314247546096,0,0,0,-0.04524428275413315,0,0,0,0,0,0.0,0,0.009339998979982212,0,-0.0008870093023877157,0,0,0.0005743856450309197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 16,0,0,0,0.004529999268697767,0,0,0,-0.003919511306713918,0,0,0,0,0,0.0,0,0.003494865927198004,0,0.001969933299968094,0,0,-0.004902889668909393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03498715408949342
Utente 17,0,0,0,0.0,0,0,0,-0.04539214379209747,0,0,0,0,0,0.0,0,0.002230050298810248,0,-0.00387312723471173,0,0,0.015976440541227408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03433417419595
Utente 18,0,0,0,-0.003183379392117309,0,0,0,5.861835165627502e-06,0,0,0,0,0,0.0,0,0.024231780831379002,0,-0.0039168248507800455,0,0,-0.0031608189485613216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14309915280045002
Utente 19,0,0,0,0.0,0,0,0,-0.019902316382112463,0,0,0,0,0,0.0,0,0.012073630825540924,0,0.0032846698319307054,0,0,-0.009649076840897428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03534116405845493
Utente 20,0,0,0,-0.008235152931974741,0,0,0,-0.03562588884895843,0,0,0,0,0,0.0,0,0.00401366042207224,0,-0.0009635250218002409,0,0,-0.0069188455383171876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 21,0,0,0,0.0,0,0,0,-0.02927151675474585,0,0,0,0,0,0.0,0,0.013341542613519126,0,0.002131718183885028,0,0,-0.00811958871664382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 22,0,0,0,0.0,0,0,0,-0.026025669738585343,0,0,0,0,0,0.006728542939649775,0,-0.01448032785027955,0,0.0,0,0,-0.009384825170321182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 23,0,0,0,0.00021740708035060302,0,0,0,0.012103349960122509,0,0,0,0,0,0.0,0,-0.012816629116504845,0,0.002401980273639102,0,0,-0.011017318890698926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 24,0,0,0,0.0,0,0,0,-0.0266879302388566,0,0,0,0,0,0.00412512743284875,0,0.010225438787219815,0,0.0014290400127232742,0,0,-0.013021344098367112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 25,0,0,0,0.0004300573286566712,0,0,0,0.0013632298888215926,0,0,0,0,0,0.0,0,0.015064507664701837,0,0.003289807032076122,0,0,0.010880926136156004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036308105475705045
Utente 26,0,0,0,1.3789902578926624e-06,0,0,0,-0.043805152868625206,0,0,0,0,0,0.0,0,0.0052464859728196525,0,0.003915484817873273,0,0,0.0007546671283304743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1412805949253252
Utente 27,0,0,0,-2.2883866921277303e-05,0,0,0,-0.04006031563983613,0,0,0,0,0,-0.0001234137931292204,0,0.009942341402430317,0,0.0004267238334992841,0,0,-0.006680041277988326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 28,0,0,0,0.0043695850091243155,0,0,0,-0.02595167476172807,0,0,0,0,0,-0.00037739110852832937,0,0.0042418226375857,0,-0.0013937459336263668,0,0,-0.008685239801325536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03605399776361636
Utente 29,0,0,0,0.0,0,0,0,-0.08061164707762622,0,0,0,0,0,0.0,0,0.009198489691673426,0,-0.0014216422621796362,0,0,-0.002948312374141656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 30,0,0,0,0.0,0,0,0,-0.04455936978144571,0,0,0,0,0,0.0,0,0.007949200668658528,0,0.0,0,0,-0.00680904990822796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14014184384926184
Utente 31,0,0,0,0.0015063000232754754,0,0,0,-0.03463799000870012,0,0,0,0,0,0.0,0,0.008824333342912563,0,0.0005949874334057034,0,0,0.009708095604339115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 32,0,0,0,0.0,0,0,0,-0.019623558711289193,0,0,0,0,0,0.0,0,0.011813000182135892,0,0.0,0,0,0.006496882284804682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036244689139896175
Utente 33,0,0,0,0.0,0,0,0,-0.05869992480208061,0,0,0,0,0,0.0001643975064404466,0,0.009103527036364778,0,0.0,0,0,0.0017309905655580045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13533084663990377
Utente 34,0,0,0,0.0,0,0,0,-0.023859862446056437,0,0,0,0,0,0.005457955967216047,0,0.0164811152934768,0,0.0,0,0,-0.014153005022998572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 35,0,0,0,0.00253278294312807,0,0,0,-0.013571255924615697,0,0,0,0,0,0.0044197716231929056,0,0.006958918295732886,0,0.001713739043501677,0,0,0.016068668027695455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 36,0,0,0,0.0011582992243619808,0,0,0,-0.03535103718932391,0,0,0,0,0,0.0,0,0.01967976011169588,0,0.00033320336617874565,0,0,0.012749377534322067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 37,0,0,0,0.0,0,0,0,-0.06389938158894137,0,0,0,0,0,0.0,0,0.017531371660468455,0,-6.086074169938192e-05,0,0,-0.0001534061188558733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032837943065742475
Utente 38,0,0,0,0.0,0,0,0,-0.020626672195597148,0,0,0,0,0,0.009274035130346501,0,0.015897111898209065,0,0.0,0,0,-0.001127245429740477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 39,0,0,0,-0.006583066639267771,0,0,0,-0.03732294591621194,0,0,0,0,0,0.0013889795174645018,0,0.011274668113898632,0,-0.0027045978655022445,0,0,0.0028400240989566263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13244970018754038
Utente 40,0,0,0,0.000198079822586286,0,0,0,-0.025748646012559367,0,0,0,0,0,0.0,0,0.01597651634181389,0,0.002030763346325023,0,0,-0.007641481952203734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339741515409396
Utente 41,0,0,0,0.004273187970875213,0,0,0,-0.048597237805437385,0,0,0,0,0,0.009399273823726717,0,0.011992142163446648,0,0.0,0,0,0.0014870186222935902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 42,0,0,0,0.0,0,0,0,-0.00023958173076978997,0,0,0,0,0,0.003277247107355408,0,0.017691178266133097,0,0.0,0,0,-0.0009112264346260934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03136367320464521
Utente 43,0,0,0,0.0004233751427930352,0,0,0,-0.013343160902264723,0,0,0,0,0,0.0,0,0.009657662316649164,0,-0.0002096068903984612,0,0,-0.0038242933786938453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03772887052095096
Utente 44,0,0,0,0.0005263784823553602,0,0,0,-0.0019424911509162064,0,0,0,0,0,0.0,0,0.016045069506018746,0,0.0,0,0,-0.00994947173183855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 45,0,0,0,0.0,0,0,0,-0.035249472425704816,0,0,0,0,0,0.0,0,-0.002169194104425625,0,0.004646387792880989,0,0,-0.018049906756442465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359156765435785
Utente 46,0,0,0,0.0,0,0,0,-0.04384693614943665,0,0,0,0,0,0.0,0,0.01214333070670869,0,0.0,0,0,0.0018679260278817202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14461069591934425
Utente 47,0,0,0,0.0,0,0,0,-0.023830255062530836,0,0,0,0,0,0.0031658753713527605,0,0.010418940889155287,0,0.00435357417176851,0,0,0.009676871222459719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 48,0,0,0,-0.0020781970511049228,0,0,0,-0.03945633312689378,0,0,0,0,0,0.0,0,0.005614448234941693,0,0.0011609002167512097,0,0,0.01156623669155686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14274842818911607
Utente 49,0,0,0,0.0,0,0,0,-0.0555521410673681,0,0,0,0,0,0.0,0,0.014303185595576685,0,0.001568549141368832,0,0,0.0033594943641592225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 50,0,0,0,0.0,0,0,0,-0.022952591077896364,0,0,0,0,0,0.0,0,0.012534545716256684,0,0.0007222769562412998,0,0,0.0030428815736623918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 51,0,0,0,0.0,0,0,0,-0.0011178776496144926,0,0,0,0,0,0.008759968945872543,0,0.017790461795138792,0,0.0,0,0,0.01645189266994527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 52,0,0,0,0.0,0,0,0,-0.00796031490833475,0,0,0,0,0,0.0,0,0.007883154879165907,0,-0.0034054455524805834,0,0,0.0026676377423832374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 53,0,0,0,0.0,0,0,0,-0.004313921028822717,0,0,0,0,0,0.0,0,0.01842853097082661,0,0.0014450355884934693,0,0,-0.0006556205481667022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03176799482915865
Utente 54,0,0,0,0.0,0,0,0,-0.026829451991030425,0,0,0,0,0,0.0,0,0.009110297196782212,0,0.004773854700100167,0,0,0.006550637453794894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14536676261712014
Utente 55,0,0,0,0.0,0,0,0,0.04711086222170818,0,0,0,0,0,0.0,0,0.01197925122132422,0,0.0,0,0,-0.01817593192456027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14128928651247397
Utente 56,0,0,0,0.0012959398494254415,0,0,0,-0.029485765369029877,0,0,0,0,0,0.0,0,0.010106212117083995,0,-0.0012744587314505206,0,0,-0.009503907606366456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 57,0,0,0,-0.0067299114252294566,0,0,0,-0.053403771232993676,0,0,0,0,0,0.0005948953396894726,0,0.010908536629517337,0,-0.0021239574484324805,0,0,0.008471369590101767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 58,0,0,0,-0.0011591671469567692,0,0,0,-0.0178568044171784,0,0,0,0,0,0.0025067339477922914,0,0.007438657002539828,0,-0.0005964344704134893,0,0,-0.002067023237017808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 59,0,0,0,0.0,0,0,0,-0.015404992969000792,0,0,0,0,0,0.005927813792405248,0,0.015720419982196147,0,-0.0021025247951459787,0,0,0.007630071580602891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 60,0,0,0,0.0,0,0,0,-0.031042049137178528,0,0,0,0,0,0.001969986134350962,0,0.009914741329025442,0,0.0,0,0,0.002986635039779053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 61,0,0,0,-0.002433900369131605,0,0,0,-0.019842737524569127,0,0,0,0,0,0.0,0,0.003996203341879461,0,-0.000735828072366479,0,0,0.004585290015515471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03704190151085682
Utente 62,0,0,0,0.0,0,0,0,0.013476398655917715,0,0,0,0,0,0.006063805657352194,0,0.007060165553253957,0,0.0,0,0,-0.009015210118750429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14544549680575086
Utente 63,0,0,0,0.0,0,0,0,-0.028839779018942205,0,0,0,0,0,0.0,0,0.007482500455603104,0,-0.004199782111313071,0,0,0.012746346543075857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031083710937775646
Utente 64,0,0,0,0.0,0,0,0,-0.026421375654306176,0,0,0,0,0,0.0,0,0.00695967881062781,0,-0.003188016764033538,0,0,0.0037775970261573555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03082851209691055
Utente 65,0,0,0,0.006590009136345699,0,0,0,-0.011004632429446866,0,0,0,0,0,0.004443669749274285,0,0.016619547110936356,0,0.0005880789416735676,0,0,0.0015977969656341727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 66,0,0,0,0.0,0,0,0,-0.005313297718402411,0,0,0,0,0,0.007337176789132215,0,0.016629413351658295,0,3.0804618150097825e-05,0,0,0.002072780733602711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03518653051463571
Utente 67,0,0,0,0.0,0,0,0,-0.02562506026890252,0,0,0,0,0,0.0,0,0.006339549133911723,0,0.002267801882575636,0,0,0.013817286060442097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13452485047222487
Utente 68,0,0,0,0.0,0,0,0,-0.03456941642808998,0,0,0,0,0,-0.0009960277319493276,0,0.002421635274844796,0,0.004187857681187135,0,0,0.004104810146422126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 69,0,0,0,0.0,0,0,0,-0.004008738771253857,0,0,0,0,0,0.0,0,0.007289717968104835,0,0.0,0,0,-0.013204869234351664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 70,0,0,0,0.0,0,0,0,-0.0006534464782128852,0,0,0,0,0,0.0029950160949884235,0,-0.005405666034683103,0,0.00424401482200476,0,0,0.0011422256451945273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 71,0,0,0,0.0,0,0,0,-0.08038658089788359,0,0,0,0,0,0.0,0,0.016558824174796725,0,0.004402253492591643,0,0,-0.008439813174601367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 72,0,0,0,-0.003716461421971983,0,0,0,-0.03773052837072027,0,0,0,0,0,0.0,0,0.0030881882683076157,0,0.0014347553390380084,0,0,-0.016794070026782768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1384507953902732
Utente 73,0,0,0,0.0,0,0,0,-0.037749883250530865,0,0,0,0,0,0.0,0,0.004398274832016319,0,-0.0034692240852257925,0,0,0.007156073181594266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 74,0,0,0,0.0017276617788956885,0,0,0,-0.03200767220313718,0,0,0,0,0,0.0024763605373063417,0,0.012707643607899824,0,0.0,0,0,0.00844808145376688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 75,0,0,0,-0.0004425470283287574,0,0,0,-0.021921501784239433,0,0,0,0,0,0.0,0,0.006596794742740283,0,0.0,0,0,0.016524716817977046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 76,0,0,0,0.003494982411848837,0,0,0,-0.00563973329565742,0,0,0,0,0,0.00035822097840618503,0,0.006160260768771466,0,0.0,0,0,0.004589704594493014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031067503751444486
Utente 77,0,0,0,0.0,0,0,0,-0.003633812374049769,0,0,0,0,0,0.0,0,0.0062758545781921825,0,-0.0017841788898655365,0,0,0.0016607327028780414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 78,0,0,0,0.0,0,0,0,-0.031078462322642567,0,0,0,0,0,0.0,0,0.0120292761282778,0,0.0,0,0,0.008327444250001646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 79,0,0,0,0.0,0,0,0,-0.061468413555306765,0,0,0,0,0,0.0,0,0.01837132675170577,0,0.0030359779298313513,0,0,0.023053398495560855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03972483991549542
Utente 80,0,0,0,0.0,0,0,0,-0.039066809128539395,0,0,0,0,0,0.0,0,0.005180054518848269,0,-0.0014615817675963248,0,0,-0.006574664672337744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324295050035676
Utente 81,0,0,0,0.0,0,0,0,-0.007843194403646036,0,0,0,0,0,0.0,0,0.006008861469744174,0,0.0,0,0,0.008688057696277025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13854886949177136
Utente 82,0,0,0,0.002607451197533771,0,0,0,-0.018030488958332386,0,0,0,0,0,0.0,0,0.011656717477992377,0,-0.0012169667642642642,0,0,-0.0010910931991602478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 83,0,0,0,0.0,0,0,0,-0.034187535372468374,0,0,0,0,0,0.00585517071840806,0,0.005203834290690243,0,0.0,0,0,0.0011612328710624482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 84,0,0,0,0.0,0,0,0,-0.000250681491105235,0,0,0,0,0,0.0,0,0.009938960836808494,0,0.003580386377247077,0,0,0.006732512098437676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03613074841481151
Utente 85,0,0,0,0.003366494349480035,0,0,0,-0.015377185194830218,0,0,0,0,0,0.001049662620658413,0,0.015935806282971587,0,-0.0012107638368523612,0,0,0.001834789925162996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 86,0,0,0,0.0,0,0,0,-0.01718619108396819,0,0,0,0,0,0.0014906341514390675,0,0.008524026722920535,0,0.0007381389359849393,0,0,-0.003166512682706146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035463466645831145
Utente 87,0,0,0,0.0,0,0,0,-0.014927457292644527,0,0,0,0,0,0.0,0,0.015993315568071532,0,0.001979976259086569,0,0,-0.003579890662103299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 88,0,0,0,0.0,0,0,0,-0.023687813416197086,0,0,0,0,0,0.0,0,0.008613053334515735,0,0.0015829863871904084,0,0,0.0007698719036493551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1382950040520165
Utente 89,0,0,0,0.005674679041925538,0,0,0,-0.03868027490342084,0,0,0,0,0,-0.0013387702850272665,0,0.004201569527381055,0,-0.0031910281308838583,0,0,0.004439683003063721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 90,0,0,0,0.0,0,0,0,-0.0353372104748202,0,0,0,0,0,0.0015994034431240436,0,0.00713828133209597,0,0.0,0,0,0.00412988734419088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03402961675701369
Utente 91,0,0,0,0.0,0,0,0,-0.020078767276182713,0,0,0,0,0,0.0040091912987426795,0,0.011039501464916657,0,0.0,0,0,-0.009524095256566764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032800916738396135
Utente 92,0,0,0,-0.0013890489481770216,0,0,0,0.004324206635525958,0,0,0,0,0,0.0,0,0.011648282546168053,0,0.0028217005996750946,0,0,0.007536459853456753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364542144001203
Utente 93,0,0,0,0.0,0,0,0,-0.02561328809850101,0,0,0,0,0,0.0,0,0.01589900533336995,0,-0.00285823019841147,0,0,0.002608547046876332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 94,0,0,0,0.007600556269611505,0,0,0,0.008899351263644332,0,0,0,0,0,0.006556135752880966,0,0.01142966699077109,0,4.115323824026022e-05,0,0,0.00761616266533719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03231766275012719
Utente 95,0,0,0,-0.006563215649638317,0,0,0,-0.023729175549418783,0,0,0,0,0,0.0007780663802325783,0,0.017827468830813094,0,-0.0017845968312509201,0,0,0.0020855498633688516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03413895168775558
Utente 96,0,0,0,0.0006867138490119288,0,0,0,-0.05227048586141499,0,0,0,0,0,0.0,0,-0.009686997268974994,0,0.007371192675992187,0,0,0.004935755446705028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 97,0,0,0,0.0,0,0,0,-0.025357843051562235,0,0,0,0,0,0.003845449529776403,0,0.014729040432042234,0,0.0,0,0,0.001153568025568783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03159736070291855
Utente 98,0,0,0,-0.0005951459032625657,0,0,0,-0.030714579134717004,0,0,0,0,0,0.003251801076923474,0,0.0179122903183625,0,-0.0031175110969172866,0,0,-0.008248674748348424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035476999161847315
Utente 99,0,0,0,0.0,0,0,0,-0.0351926668244407,0,0,0,0,0,0.0,0,0.019700813918317597,0,0.0,0,0,0.006163141214955364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 100,0,0,0,0.002308610388544507,0,0,0,-0.010274364325688509,0,0,0,0,0,0.0029460068052477996,0,0.01697743860132406,0,0.0,0,0,0.003333693133819682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 101,0,0,0,-0.0004666401898762957,0,0,0,-0.031163646530779715,0,0,0,0,0,0.0,0,0.015768863074221776,0,0.0003541942988685364,0,0,0.0020355364762116076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03547674412839021
Utente 102,0,0,0,-0.0013380227654015045,0,0,0,-0.04861324783699273,0,0,0,0,0,0.004193894775886129,0,0.004404467040342449,0,-0.0015401646359950191,0,0,0.00822501710697645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 103,0,0,0,0.00011360971179235672,0,0,0,-0.007669891564976556,0,0,0,0,0,0.009474191171131546,0,0.014108677720441467,0,0.001321992345703255,0,0,-0.0013458108392705264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 104,0,0,0,0.0,0,0,0,-0.0269889640540065,0,0,0,0,0,0.0,0,-0.009898781268151744,0,0.0,0,0,0.008818011973863466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03374997935469633
Utente 105,0,0,0,0.0,0,0,0,-0.03933280693595832,0,0,0,0,0,-0.0010274990371488628,0,0.013594155451122964,0,0.0,0,0,0.002252357108437955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 106,0,0,0,-0.008788231341522686,0,0,0,-0.06556049165647004,0,0,0,0,0,0.0,0,0.015825372763055328,0,0.0025606053039595295,0,0,0.00628519862351595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03244130423807502
Utente 107,0,0,0,0.0,0,0,0,-0.020947315149165847,0,0,0,0,0,0.0,0,0.006955662334757644,0,0.0014012708966030208,0,0,0.005301235146533889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032832275634701244
Utente 108,0,0,0,0.0,0,0,0,0.0064796675331994505,0,0,0,0,0,0.0060428199609362425,0,-0.014111416843651286,0,0.0,0,0,0.0038851291799929153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 109,0,0,0,0.00041358337793728257,0,0,0,-0.036949187313372836,0,0,0,0,0,0.0,0,0.006220732022189215,0,0.0,0,0,-0.0037076477672956226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 110,0,0,0,0.0,0,0,0,-0.048387742937371615,0,0,0,0,0,-0.0006443918789513659,0,0.011730432221462897,0,0.002480269912324613,0,0,0.0031041003230315727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12670845649846907
